DATE,RATE
2017/6/1,-1.18
2017/7/1,-0.9
2017/8/1,-1.15
2017/9/1,-0.9
2017/10/1,-0.97
2017/11/1,-1
2017/12/1,-1
2018/1/1,-1
2018/2/1,-0.95
2018/3/1,-1
2018/4/1,-0.98
2018/5/1,-0.95
2018/6/1,-0.9
2018/7/1,-0.95
2018/8/1,-0.9
2018/9/1,-0.9
2018/10/1,-0.9
2018/11/1,-0.9
2018/12/1,-0.95
2019/1/1,-0.9
2019/2/1,-0.97
2019/3/1,-1.51
2019/4/1,-0.85
2019/5/1,-0.9
2019/6/1,-0.95
2019/7/1,-0.7
2019/8/1,-1.05
2019/9/1,-1
2019/10/1,-0.91
2019/11/1,-0.83
2019/12/1,-1
2020/1/1,-0.85
2020/2/1,-0.8
2020/3/1,-1.25
2020/4/1,-0.85
2020/5/1,-0.85
2020/6/1,-0.9
2020/7/1,-0.85
2020/8/1,-0.83
2020/9/1,-0.85
2020/10/1,-0.83
2020/11/1,-0.83
2020/12/1,-0.85
2021/1/1,-0.85
2021/2/1,-0.85
2021/3/1,-0.83
2021/4/1,-0.85
2021/5/1,-0.85
2021/6/1,-0.9
2021/7/1,-0.85
2021/8/1,-0.8
2021/9/1,-0.8
2021/10/1,-0.8
2021/11/1,-0.8
2021/12/1,-0.9
2022/1/1,-0.8
2022/2/1,-0.86
2022/3/1,-0.8
2022/4/1,-0.7
2022/5/1,-0.8
2022/6/1,-0.26
2022/7/1,-0.26
2022/8/1,-0.2
2022/9/1,-0.1
2022/10/1,-0.06
2022/11/1,-0.05
2022/12/1,0.24
2023/1/1,0.45
2023/2/1,0.45
2023/3/1,0.6
2023/4/1,0.9
2023/5/1,0.95
2023/6/1,1.2
2023/7/1,1.2
2023/8/1,1.2
2023/9/1,1.2
2023/10/1,1.2
2023/11/1,1.63
2023/12/1,1.6
2024/1/1,1.45
2024/2/1,1.5
2024/3/1,1.34
