Date;Group;Series;Value
14/06/2018;Riksbank key interest rates;Policy rate;-0,50
15/06/2018;Riksbank key interest rates;Policy rate;-0,50
18/06/2018;Riksbank key interest rates;Policy rate;-0,50
19/06/2018;Riksbank key interest rates;Policy rate;-0,50
20/06/2018;Riksbank key interest rates;Policy rate;-0,50
21/06/2018;Riksbank key interest rates;Policy rate;-0,50
25/06/2018;Riksbank key interest rates;Policy rate;-0,50
26/06/2018;Riksbank key interest rates;Policy rate;-0,50
27/06/2018;Riksbank key interest rates;Policy rate;-0,50
28/06/2018;Riksbank key interest rates;Policy rate;-0,50
29/06/2018;Riksbank key interest rates;Policy rate;-0,50
02/07/2018;Riksbank key interest rates;Policy rate;-0,50
03/07/2018;Riksbank key interest rates;Policy rate;-0,50
04/07/2018;Riksbank key interest rates;Policy rate;-0,50
05/07/2018;Riksbank key interest rates;Policy rate;-0,50
06/07/2018;Riksbank key interest rates;Policy rate;-0,50
09/07/2018;Riksbank key interest rates;Policy rate;-0,50
10/07/2018;Riksbank key interest rates;Policy rate;-0,50
11/07/2018;Riksbank key interest rates;Policy rate;-0,50
12/07/2018;Riksbank key interest rates;Policy rate;-0,50
13/07/2018;Riksbank key interest rates;Policy rate;-0,50
16/07/2018;Riksbank key interest rates;Policy rate;-0,50
17/07/2018;Riksbank key interest rates;Policy rate;-0,50
18/07/2018;Riksbank key interest rates;Policy rate;-0,50
19/07/2018;Riksbank key interest rates;Policy rate;-0,50
20/07/2018;Riksbank key interest rates;Policy rate;-0,50
23/07/2018;Riksbank key interest rates;Policy rate;-0,50
24/07/2018;Riksbank key interest rates;Policy rate;-0,50
25/07/2018;Riksbank key interest rates;Policy rate;-0,50
26/07/2018;Riksbank key interest rates;Policy rate;-0,50
27/07/2018;Riksbank key interest rates;Policy rate;-0,50
30/07/2018;Riksbank key interest rates;Policy rate;-0,50
31/07/2018;Riksbank key interest rates;Policy rate;-0,50
01/08/2018;Riksbank key interest rates;Policy rate;-0,50
02/08/2018;Riksbank key interest rates;Policy rate;-0,50
03/08/2018;Riksbank key interest rates;Policy rate;-0,50
06/08/2018;Riksbank key interest rates;Policy rate;-0,50
07/08/2018;Riksbank key interest rates;Policy rate;-0,50
08/08/2018;Riksbank key interest rates;Policy rate;-0,50
09/08/2018;Riksbank key interest rates;Policy rate;-0,50
10/08/2018;Riksbank key interest rates;Policy rate;-0,50
13/08/2018;Riksbank key interest rates;Policy rate;-0,50
14/08/2018;Riksbank key interest rates;Policy rate;-0,50
15/08/2018;Riksbank key interest rates;Policy rate;-0,50
16/08/2018;Riksbank key interest rates;Policy rate;-0,50
17/08/2018;Riksbank key interest rates;Policy rate;-0,50
20/08/2018;Riksbank key interest rates;Policy rate;-0,50
21/08/2018;Riksbank key interest rates;Policy rate;-0,50
22/08/2018;Riksbank key interest rates;Policy rate;-0,50
23/08/2018;Riksbank key interest rates;Policy rate;-0,50
24/08/2018;Riksbank key interest rates;Policy rate;-0,50
27/08/2018;Riksbank key interest rates;Policy rate;-0,50
28/08/2018;Riksbank key interest rates;Policy rate;-0,50
29/08/2018;Riksbank key interest rates;Policy rate;-0,50
30/08/2018;Riksbank key interest rates;Policy rate;-0,50
31/08/2018;Riksbank key interest rates;Policy rate;-0,50
03/09/2018;Riksbank key interest rates;Policy rate;-0,50
04/09/2018;Riksbank key interest rates;Policy rate;-0,50
05/09/2018;Riksbank key interest rates;Policy rate;-0,50
06/09/2018;Riksbank key interest rates;Policy rate;-0,50
07/09/2018;Riksbank key interest rates;Policy rate;-0,50
10/09/2018;Riksbank key interest rates;Policy rate;-0,50
11/09/2018;Riksbank key interest rates;Policy rate;-0,50
12/09/2018;Riksbank key interest rates;Policy rate;-0,50
13/09/2018;Riksbank key interest rates;Policy rate;-0,50
14/09/2018;Riksbank key interest rates;Policy rate;-0,50
17/09/2018;Riksbank key interest rates;Policy rate;-0,50
18/09/2018;Riksbank key interest rates;Policy rate;-0,50
19/09/2018;Riksbank key interest rates;Policy rate;-0,50
20/09/2018;Riksbank key interest rates;Policy rate;-0,50
21/09/2018;Riksbank key interest rates;Policy rate;-0,50
24/09/2018;Riksbank key interest rates;Policy rate;-0,50
25/09/2018;Riksbank key interest rates;Policy rate;-0,50
26/09/2018;Riksbank key interest rates;Policy rate;-0,50
27/09/2018;Riksbank key interest rates;Policy rate;-0,50
28/09/2018;Riksbank key interest rates;Policy rate;-0,50
01/10/2018;Riksbank key interest rates;Policy rate;-0,50
02/10/2018;Riksbank key interest rates;Policy rate;-0,50
03/10/2018;Riksbank key interest rates;Policy rate;-0,50
04/10/2018;Riksbank key interest rates;Policy rate;-0,50
05/10/2018;Riksbank key interest rates;Policy rate;-0,50
08/10/2018;Riksbank key interest rates;Policy rate;-0,50
09/10/2018;Riksbank key interest rates;Policy rate;-0,50
10/10/2018;Riksbank key interest rates;Policy rate;-0,50
11/10/2018;Riksbank key interest rates;Policy rate;-0,50
12/10/2018;Riksbank key interest rates;Policy rate;-0,50
15/10/2018;Riksbank key interest rates;Policy rate;-0,50
16/10/2018;Riksbank key interest rates;Policy rate;-0,50
17/10/2018;Riksbank key interest rates;Policy rate;-0,50
18/10/2018;Riksbank key interest rates;Policy rate;-0,50
19/10/2018;Riksbank key interest rates;Policy rate;-0,50
22/10/2018;Riksbank key interest rates;Policy rate;-0,50
23/10/2018;Riksbank key interest rates;Policy rate;-0,50
24/10/2018;Riksbank key interest rates;Policy rate;-0,50
25/10/2018;Riksbank key interest rates;Policy rate;-0,50
26/10/2018;Riksbank key interest rates;Policy rate;-0,50
29/10/2018;Riksbank key interest rates;Policy rate;-0,50
30/10/2018;Riksbank key interest rates;Policy rate;-0,50
31/10/2018;Riksbank key interest rates;Policy rate;-0,50
01/11/2018;Riksbank key interest rates;Policy rate;-0,50
02/11/2018;Riksbank key interest rates;Policy rate;-0,50
05/11/2018;Riksbank key interest rates;Policy rate;-0,50
06/11/2018;Riksbank key interest rates;Policy rate;-0,50
07/11/2018;Riksbank key interest rates;Policy rate;-0,50
08/11/2018;Riksbank key interest rates;Policy rate;-0,50
09/11/2018;Riksbank key interest rates;Policy rate;-0,50
12/11/2018;Riksbank key interest rates;Policy rate;-0,50
13/11/2018;Riksbank key interest rates;Policy rate;-0,50
14/11/2018;Riksbank key interest rates;Policy rate;-0,50
15/11/2018;Riksbank key interest rates;Policy rate;-0,50
16/11/2018;Riksbank key interest rates;Policy rate;-0,50
19/11/2018;Riksbank key interest rates;Policy rate;-0,50
20/11/2018;Riksbank key interest rates;Policy rate;-0,50
21/11/2018;Riksbank key interest rates;Policy rate;-0,50
22/11/2018;Riksbank key interest rates;Policy rate;-0,50
23/11/2018;Riksbank key interest rates;Policy rate;-0,50
26/11/2018;Riksbank key interest rates;Policy rate;-0,50
27/11/2018;Riksbank key interest rates;Policy rate;-0,50
28/11/2018;Riksbank key interest rates;Policy rate;-0,50
29/11/2018;Riksbank key interest rates;Policy rate;-0,50
30/11/2018;Riksbank key interest rates;Policy rate;-0,50
03/12/2018;Riksbank key interest rates;Policy rate;-0,50
04/12/2018;Riksbank key interest rates;Policy rate;-0,50
05/12/2018;Riksbank key interest rates;Policy rate;-0,50
06/12/2018;Riksbank key interest rates;Policy rate;-0,50
07/12/2018;Riksbank key interest rates;Policy rate;-0,50
10/12/2018;Riksbank key interest rates;Policy rate;-0,50
11/12/2018;Riksbank key interest rates;Policy rate;-0,50
12/12/2018;Riksbank key interest rates;Policy rate;-0,50
13/12/2018;Riksbank key interest rates;Policy rate;-0,50
14/12/2018;Riksbank key interest rates;Policy rate;-0,50
17/12/2018;Riksbank key interest rates;Policy rate;-0,50
18/12/2018;Riksbank key interest rates;Policy rate;-0,50
19/12/2018;Riksbank key interest rates;Policy rate;-0,50
20/12/2018;Riksbank key interest rates;Policy rate;-0,50
21/12/2018;Riksbank key interest rates;Policy rate;-0,50
27/12/2018;Riksbank key interest rates;Policy rate;-0,50
28/12/2018;Riksbank key interest rates;Policy rate;-0,50
02/01/2019;Riksbank key interest rates;Policy rate;-0,50
03/01/2019;Riksbank key interest rates;Policy rate;-0,50
04/01/2019;Riksbank key interest rates;Policy rate;-0,50
07/01/2019;Riksbank key interest rates;Policy rate;-0,50
08/01/2019;Riksbank key interest rates;Policy rate;-0,50
09/01/2019;Riksbank key interest rates;Policy rate;-0,25
10/01/2019;Riksbank key interest rates;Policy rate;-0,25
11/01/2019;Riksbank key interest rates;Policy rate;-0,25
14/01/2019;Riksbank key interest rates;Policy rate;-0,25
15/01/2019;Riksbank key interest rates;Policy rate;-0,25
16/01/2019;Riksbank key interest rates;Policy rate;-0,25
17/01/2019;Riksbank key interest rates;Policy rate;-0,25
18/01/2019;Riksbank key interest rates;Policy rate;-0,25
21/01/2019;Riksbank key interest rates;Policy rate;-0,25
22/01/2019;Riksbank key interest rates;Policy rate;-0,25
23/01/2019;Riksbank key interest rates;Policy rate;-0,25
24/01/2019;Riksbank key interest rates;Policy rate;-0,25
25/01/2019;Riksbank key interest rates;Policy rate;-0,25
28/01/2019;Riksbank key interest rates;Policy rate;-0,25
29/01/2019;Riksbank key interest rates;Policy rate;-0,25
30/01/2019;Riksbank key interest rates;Policy rate;-0,25
31/01/2019;Riksbank key interest rates;Policy rate;-0,25
01/02/2019;Riksbank key interest rates;Policy rate;-0,25
04/02/2019;Riksbank key interest rates;Policy rate;-0,25
05/02/2019;Riksbank key interest rates;Policy rate;-0,25
06/02/2019;Riksbank key interest rates;Policy rate;-0,25
07/02/2019;Riksbank key interest rates;Policy rate;-0,25
08/02/2019;Riksbank key interest rates;Policy rate;-0,25
11/02/2019;Riksbank key interest rates;Policy rate;-0,25
12/02/2019;Riksbank key interest rates;Policy rate;-0,25
13/02/2019;Riksbank key interest rates;Policy rate;-0,25
14/02/2019;Riksbank key interest rates;Policy rate;-0,25
15/02/2019;Riksbank key interest rates;Policy rate;-0,25
18/02/2019;Riksbank key interest rates;Policy rate;-0,25
19/02/2019;Riksbank key interest rates;Policy rate;-0,25
20/02/2019;Riksbank key interest rates;Policy rate;-0,25
21/02/2019;Riksbank key interest rates;Policy rate;-0,25
22/02/2019;Riksbank key interest rates;Policy rate;-0,25
25/02/2019;Riksbank key interest rates;Policy rate;-0,25
26/02/2019;Riksbank key interest rates;Policy rate;-0,25
27/02/2019;Riksbank key interest rates;Policy rate;-0,25
28/02/2019;Riksbank key interest rates;Policy rate;-0,25
01/03/2019;Riksbank key interest rates;Policy rate;-0,25
04/03/2019;Riksbank key interest rates;Policy rate;-0,25
05/03/2019;Riksbank key interest rates;Policy rate;-0,25
06/03/2019;Riksbank key interest rates;Policy rate;-0,25
07/03/2019;Riksbank key interest rates;Policy rate;-0,25
08/03/2019;Riksbank key interest rates;Policy rate;-0,25
11/03/2019;Riksbank key interest rates;Policy rate;-0,25
12/03/2019;Riksbank key interest rates;Policy rate;-0,25
13/03/2019;Riksbank key interest rates;Policy rate;-0,25
14/03/2019;Riksbank key interest rates;Policy rate;-0,25
15/03/2019;Riksbank key interest rates;Policy rate;-0,25
18/03/2019;Riksbank key interest rates;Policy rate;-0,25
19/03/2019;Riksbank key interest rates;Policy rate;-0,25
20/03/2019;Riksbank key interest rates;Policy rate;-0,25
21/03/2019;Riksbank key interest rates;Policy rate;-0,25
22/03/2019;Riksbank key interest rates;Policy rate;-0,25
25/03/2019;Riksbank key interest rates;Policy rate;-0,25
26/03/2019;Riksbank key interest rates;Policy rate;-0,25
27/03/2019;Riksbank key interest rates;Policy rate;-0,25
28/03/2019;Riksbank key interest rates;Policy rate;-0,25
29/03/2019;Riksbank key interest rates;Policy rate;-0,25
01/04/2019;Riksbank key interest rates;Policy rate;-0,25
02/04/2019;Riksbank key interest rates;Policy rate;-0,25
03/04/2019;Riksbank key interest rates;Policy rate;-0,25
04/04/2019;Riksbank key interest rates;Policy rate;-0,25
05/04/2019;Riksbank key interest rates;Policy rate;-0,25
08/04/2019;Riksbank key interest rates;Policy rate;-0,25
09/04/2019;Riksbank key interest rates;Policy rate;-0,25
10/04/2019;Riksbank key interest rates;Policy rate;-0,25
11/04/2019;Riksbank key interest rates;Policy rate;-0,25
12/04/2019;Riksbank key interest rates;Policy rate;-0,25
15/04/2019;Riksbank key interest rates;Policy rate;-0,25
16/04/2019;Riksbank key interest rates;Policy rate;-0,25
17/04/2019;Riksbank key interest rates;Policy rate;-0,25
18/04/2019;Riksbank key interest rates;Policy rate;-0,25
23/04/2019;Riksbank key interest rates;Policy rate;-0,25
24/04/2019;Riksbank key interest rates;Policy rate;-0,25
25/04/2019;Riksbank key interest rates;Policy rate;-0,25
26/04/2019;Riksbank key interest rates;Policy rate;-0,25
29/04/2019;Riksbank key interest rates;Policy rate;-0,25
30/04/2019;Riksbank key interest rates;Policy rate;-0,25
02/05/2019;Riksbank key interest rates;Policy rate;-0,25
03/05/2019;Riksbank key interest rates;Policy rate;-0,25
06/05/2019;Riksbank key interest rates;Policy rate;-0,25
07/05/2019;Riksbank key interest rates;Policy rate;-0,25
08/05/2019;Riksbank key interest rates;Policy rate;-0,25
09/05/2019;Riksbank key interest rates;Policy rate;-0,25
10/05/2019;Riksbank key interest rates;Policy rate;-0,25
13/05/2019;Riksbank key interest rates;Policy rate;-0,25
14/05/2019;Riksbank key interest rates;Policy rate;-0,25
15/05/2019;Riksbank key interest rates;Policy rate;-0,25
16/05/2019;Riksbank key interest rates;Policy rate;-0,25
17/05/2019;Riksbank key interest rates;Policy rate;-0,25
20/05/2019;Riksbank key interest rates;Policy rate;-0,25
21/05/2019;Riksbank key interest rates;Policy rate;-0,25
22/05/2019;Riksbank key interest rates;Policy rate;-0,25
23/05/2019;Riksbank key interest rates;Policy rate;-0,25
24/05/2019;Riksbank key interest rates;Policy rate;-0,25
27/05/2019;Riksbank key interest rates;Policy rate;-0,25
28/05/2019;Riksbank key interest rates;Policy rate;-0,25
29/05/2019;Riksbank key interest rates;Policy rate;-0,25
31/05/2019;Riksbank key interest rates;Policy rate;-0,25
03/06/2019;Riksbank key interest rates;Policy rate;-0,25
04/06/2019;Riksbank key interest rates;Policy rate;-0,25
05/06/2019;Riksbank key interest rates;Policy rate;-0,25
07/06/2019;Riksbank key interest rates;Policy rate;-0,25
10/06/2019;Riksbank key interest rates;Policy rate;-0,25
11/06/2019;Riksbank key interest rates;Policy rate;-0,25
12/06/2019;Riksbank key interest rates;Policy rate;-0,25
13/06/2019;Riksbank key interest rates;Policy rate;-0,25
14/06/2019;Riksbank key interest rates;Policy rate;-0,25
17/06/2019;Riksbank key interest rates;Policy rate;-0,25
18/06/2019;Riksbank key interest rates;Policy rate;-0,25
19/06/2019;Riksbank key interest rates;Policy rate;-0,25
20/06/2019;Riksbank key interest rates;Policy rate;-0,25
24/06/2019;Riksbank key interest rates;Policy rate;-0,25
25/06/2019;Riksbank key interest rates;Policy rate;-0,25
26/06/2019;Riksbank key interest rates;Policy rate;-0,25
27/06/2019;Riksbank key interest rates;Policy rate;-0,25
28/06/2019;Riksbank key interest rates;Policy rate;-0,25
01/07/2019;Riksbank key interest rates;Policy rate;-0,25
02/07/2019;Riksbank key interest rates;Policy rate;-0,25
03/07/2019;Riksbank key interest rates;Policy rate;-0,25
04/07/2019;Riksbank key interest rates;Policy rate;-0,25
05/07/2019;Riksbank key interest rates;Policy rate;-0,25
08/07/2019;Riksbank key interest rates;Policy rate;-0,25
09/07/2019;Riksbank key interest rates;Policy rate;-0,25
10/07/2019;Riksbank key interest rates;Policy rate;-0,25
11/07/2019;Riksbank key interest rates;Policy rate;-0,25
12/07/2019;Riksbank key interest rates;Policy rate;-0,25
15/07/2019;Riksbank key interest rates;Policy rate;-0,25
16/07/2019;Riksbank key interest rates;Policy rate;-0,25
17/07/2019;Riksbank key interest rates;Policy rate;-0,25
18/07/2019;Riksbank key interest rates;Policy rate;-0,25
19/07/2019;Riksbank key interest rates;Policy rate;-0,25
22/07/2019;Riksbank key interest rates;Policy rate;-0,25
23/07/2019;Riksbank key interest rates;Policy rate;-0,25
24/07/2019;Riksbank key interest rates;Policy rate;-0,25
25/07/2019;Riksbank key interest rates;Policy rate;-0,25
26/07/2019;Riksbank key interest rates;Policy rate;-0,25
29/07/2019;Riksbank key interest rates;Policy rate;-0,25
30/07/2019;Riksbank key interest rates;Policy rate;-0,25
31/07/2019;Riksbank key interest rates;Policy rate;-0,25
01/08/2019;Riksbank key interest rates;Policy rate;-0,25
02/08/2019;Riksbank key interest rates;Policy rate;-0,25
05/08/2019;Riksbank key interest rates;Policy rate;-0,25
06/08/2019;Riksbank key interest rates;Policy rate;-0,25
07/08/2019;Riksbank key interest rates;Policy rate;-0,25
08/08/2019;Riksbank key interest rates;Policy rate;-0,25
09/08/2019;Riksbank key interest rates;Policy rate;-0,25
12/08/2019;Riksbank key interest rates;Policy rate;-0,25
13/08/2019;Riksbank key interest rates;Policy rate;-0,25
14/08/2019;Riksbank key interest rates;Policy rate;-0,25
15/08/2019;Riksbank key interest rates;Policy rate;-0,25
16/08/2019;Riksbank key interest rates;Policy rate;-0,25
19/08/2019;Riksbank key interest rates;Policy rate;-0,25
20/08/2019;Riksbank key interest rates;Policy rate;-0,25
21/08/2019;Riksbank key interest rates;Policy rate;-0,25
22/08/2019;Riksbank key interest rates;Policy rate;-0,25
23/08/2019;Riksbank key interest rates;Policy rate;-0,25
26/08/2019;Riksbank key interest rates;Policy rate;-0,25
27/08/2019;Riksbank key interest rates;Policy rate;-0,25
28/08/2019;Riksbank key interest rates;Policy rate;-0,25
29/08/2019;Riksbank key interest rates;Policy rate;-0,25
30/08/2019;Riksbank key interest rates;Policy rate;-0,25
02/09/2019;Riksbank key interest rates;Policy rate;-0,25
03/09/2019;Riksbank key interest rates;Policy rate;-0,25
04/09/2019;Riksbank key interest rates;Policy rate;-0,25
05/09/2019;Riksbank key interest rates;Policy rate;-0,25
06/09/2019;Riksbank key interest rates;Policy rate;-0,25
09/09/2019;Riksbank key interest rates;Policy rate;-0,25
10/09/2019;Riksbank key interest rates;Policy rate;-0,25
11/09/2019;Riksbank key interest rates;Policy rate;-0,25
12/09/2019;Riksbank key interest rates;Policy rate;-0,25
13/09/2019;Riksbank key interest rates;Policy rate;-0,25
16/09/2019;Riksbank key interest rates;Policy rate;-0,25
17/09/2019;Riksbank key interest rates;Policy rate;-0,25
18/09/2019;Riksbank key interest rates;Policy rate;-0,25
19/09/2019;Riksbank key interest rates;Policy rate;-0,25
20/09/2019;Riksbank key interest rates;Policy rate;-0,25
23/09/2019;Riksbank key interest rates;Policy rate;-0,25
24/09/2019;Riksbank key interest rates;Policy rate;-0,25
25/09/2019;Riksbank key interest rates;Policy rate;-0,25
26/09/2019;Riksbank key interest rates;Policy rate;-0,25
27/09/2019;Riksbank key interest rates;Policy rate;-0,25
30/09/2019;Riksbank key interest rates;Policy rate;-0,25
01/10/2019;Riksbank key interest rates;Policy rate;-0,25
02/10/2019;Riksbank key interest rates;Policy rate;-0,25
03/10/2019;Riksbank key interest rates;Policy rate;-0,25
04/10/2019;Riksbank key interest rates;Policy rate;-0,25
07/10/2019;Riksbank key interest rates;Policy rate;-0,25
08/10/2019;Riksbank key interest rates;Policy rate;-0,25
09/10/2019;Riksbank key interest rates;Policy rate;-0,25
10/10/2019;Riksbank key interest rates;Policy rate;-0,25
11/10/2019;Riksbank key interest rates;Policy rate;-0,25
14/10/2019;Riksbank key interest rates;Policy rate;-0,25
15/10/2019;Riksbank key interest rates;Policy rate;-0,25
16/10/2019;Riksbank key interest rates;Policy rate;-0,25
17/10/2019;Riksbank key interest rates;Policy rate;-0,25
18/10/2019;Riksbank key interest rates;Policy rate;-0,25
21/10/2019;Riksbank key interest rates;Policy rate;-0,25
22/10/2019;Riksbank key interest rates;Policy rate;-0,25
23/10/2019;Riksbank key interest rates;Policy rate;-0,25
24/10/2019;Riksbank key interest rates;Policy rate;-0,25
25/10/2019;Riksbank key interest rates;Policy rate;-0,25
28/10/2019;Riksbank key interest rates;Policy rate;-0,25
29/10/2019;Riksbank key interest rates;Policy rate;-0,25
30/10/2019;Riksbank key interest rates;Policy rate;-0,25
31/10/2019;Riksbank key interest rates;Policy rate;-0,25
01/11/2019;Riksbank key interest rates;Policy rate;-0,25
04/11/2019;Riksbank key interest rates;Policy rate;-0,25
05/11/2019;Riksbank key interest rates;Policy rate;-0,25
06/11/2019;Riksbank key interest rates;Policy rate;-0,25
07/11/2019;Riksbank key interest rates;Policy rate;-0,25
08/11/2019;Riksbank key interest rates;Policy rate;-0,25
11/11/2019;Riksbank key interest rates;Policy rate;-0,25
12/11/2019;Riksbank key interest rates;Policy rate;-0,25
13/11/2019;Riksbank key interest rates;Policy rate;-0,25
14/11/2019;Riksbank key interest rates;Policy rate;-0,25
15/11/2019;Riksbank key interest rates;Policy rate;-0,25
18/11/2019;Riksbank key interest rates;Policy rate;-0,25
19/11/2019;Riksbank key interest rates;Policy rate;-0,25
20/11/2019;Riksbank key interest rates;Policy rate;-0,25
21/11/2019;Riksbank key interest rates;Policy rate;-0,25
22/11/2019;Riksbank key interest rates;Policy rate;-0,25
25/11/2019;Riksbank key interest rates;Policy rate;-0,25
26/11/2019;Riksbank key interest rates;Policy rate;-0,25
27/11/2019;Riksbank key interest rates;Policy rate;-0,25
28/11/2019;Riksbank key interest rates;Policy rate;-0,25
29/11/2019;Riksbank key interest rates;Policy rate;-0,25
02/12/2019;Riksbank key interest rates;Policy rate;-0,25
03/12/2019;Riksbank key interest rates;Policy rate;-0,25
04/12/2019;Riksbank key interest rates;Policy rate;-0,25
05/12/2019;Riksbank key interest rates;Policy rate;-0,25
06/12/2019;Riksbank key interest rates;Policy rate;-0,25
09/12/2019;Riksbank key interest rates;Policy rate;-0,25
10/12/2019;Riksbank key interest rates;Policy rate;-0,25
11/12/2019;Riksbank key interest rates;Policy rate;-0,25
12/12/2019;Riksbank key interest rates;Policy rate;-0,25
13/12/2019;Riksbank key interest rates;Policy rate;-0,25
16/12/2019;Riksbank key interest rates;Policy rate;-0,25
17/12/2019;Riksbank key interest rates;Policy rate;-0,25
18/12/2019;Riksbank key interest rates;Policy rate;-0,25
19/12/2019;Riksbank key interest rates;Policy rate;-0,25
20/12/2019;Riksbank key interest rates;Policy rate;-0,25
23/12/2019;Riksbank key interest rates;Policy rate;-0,25
27/12/2019;Riksbank key interest rates;Policy rate;-0,25
30/12/2019;Riksbank key interest rates;Policy rate;-0,25
02/01/2020;Riksbank key interest rates;Policy rate;-0,25
03/01/2020;Riksbank key interest rates;Policy rate;-0,25
07/01/2020;Riksbank key interest rates;Policy rate;-0,25
08/01/2020;Riksbank key interest rates;Policy rate;0,00
09/01/2020;Riksbank key interest rates;Policy rate;0,00
10/01/2020;Riksbank key interest rates;Policy rate;0,00
13/01/2020;Riksbank key interest rates;Policy rate;0,00
14/01/2020;Riksbank key interest rates;Policy rate;0,00
15/01/2020;Riksbank key interest rates;Policy rate;0,00
16/01/2020;Riksbank key interest rates;Policy rate;0,00
17/01/2020;Riksbank key interest rates;Policy rate;0,00
20/01/2020;Riksbank key interest rates;Policy rate;0,00
21/01/2020;Riksbank key interest rates;Policy rate;0,00
22/01/2020;Riksbank key interest rates;Policy rate;0,00
23/01/2020;Riksbank key interest rates;Policy rate;0,00
24/01/2020;Riksbank key interest rates;Policy rate;0,00
27/01/2020;Riksbank key interest rates;Policy rate;0,00
28/01/2020;Riksbank key interest rates;Policy rate;0,00
29/01/2020;Riksbank key interest rates;Policy rate;0,00
30/01/2020;Riksbank key interest rates;Policy rate;0,00
31/01/2020;Riksbank key interest rates;Policy rate;0,00
03/02/2020;Riksbank key interest rates;Policy rate;0,00
04/02/2020;Riksbank key interest rates;Policy rate;0,00
05/02/2020;Riksbank key interest rates;Policy rate;0,00
06/02/2020;Riksbank key interest rates;Policy rate;0,00
07/02/2020;Riksbank key interest rates;Policy rate;0,00
10/02/2020;Riksbank key interest rates;Policy rate;0,00
11/02/2020;Riksbank key interest rates;Policy rate;0,00
12/02/2020;Riksbank key interest rates;Policy rate;0,00
13/02/2020;Riksbank key interest rates;Policy rate;0,00
14/02/2020;Riksbank key interest rates;Policy rate;0,00
17/02/2020;Riksbank key interest rates;Policy rate;0,00
18/02/2020;Riksbank key interest rates;Policy rate;0,00
19/02/2020;Riksbank key interest rates;Policy rate;0,00
20/02/2020;Riksbank key interest rates;Policy rate;0,00
21/02/2020;Riksbank key interest rates;Policy rate;0,00
24/02/2020;Riksbank key interest rates;Policy rate;0,00
25/02/2020;Riksbank key interest rates;Policy rate;0,00
26/02/2020;Riksbank key interest rates;Policy rate;0,00
27/02/2020;Riksbank key interest rates;Policy rate;0,00
28/02/2020;Riksbank key interest rates;Policy rate;0,00
02/03/2020;Riksbank key interest rates;Policy rate;0,00
03/03/2020;Riksbank key interest rates;Policy rate;0,00
04/03/2020;Riksbank key interest rates;Policy rate;0,00
05/03/2020;Riksbank key interest rates;Policy rate;0,00
06/03/2020;Riksbank key interest rates;Policy rate;0,00
09/03/2020;Riksbank key interest rates;Policy rate;0,00
10/03/2020;Riksbank key interest rates;Policy rate;0,00
11/03/2020;Riksbank key interest rates;Policy rate;0,00
12/03/2020;Riksbank key interest rates;Policy rate;0,00
13/03/2020;Riksbank key interest rates;Policy rate;0,00
16/03/2020;Riksbank key interest rates;Policy rate;0,00
17/03/2020;Riksbank key interest rates;Policy rate;0,00
18/03/2020;Riksbank key interest rates;Policy rate;0,00
19/03/2020;Riksbank key interest rates;Policy rate;0,00
20/03/2020;Riksbank key interest rates;Policy rate;0,00
23/03/2020;Riksbank key interest rates;Policy rate;0,00
24/03/2020;Riksbank key interest rates;Policy rate;0,00
25/03/2020;Riksbank key interest rates;Policy rate;0,00
26/03/2020;Riksbank key interest rates;Policy rate;0,00
27/03/2020;Riksbank key interest rates;Policy rate;0,00
30/03/2020;Riksbank key interest rates;Policy rate;0,00
31/03/2020;Riksbank key interest rates;Policy rate;0,00
01/04/2020;Riksbank key interest rates;Policy rate;0,00
02/04/2020;Riksbank key interest rates;Policy rate;0,00
03/04/2020;Riksbank key interest rates;Policy rate;0,00
06/04/2020;Riksbank key interest rates;Policy rate;0,00
07/04/2020;Riksbank key interest rates;Policy rate;0,00
08/04/2020;Riksbank key interest rates;Policy rate;0,00
09/04/2020;Riksbank key interest rates;Policy rate;0,00
14/04/2020;Riksbank key interest rates;Policy rate;0,00
15/04/2020;Riksbank key interest rates;Policy rate;0,00
16/04/2020;Riksbank key interest rates;Policy rate;0,00
17/04/2020;Riksbank key interest rates;Policy rate;0,00
20/04/2020;Riksbank key interest rates;Policy rate;0,00
21/04/2020;Riksbank key interest rates;Policy rate;0,00
22/04/2020;Riksbank key interest rates;Policy rate;0,00
23/04/2020;Riksbank key interest rates;Policy rate;0,00
24/04/2020;Riksbank key interest rates;Policy rate;0,00
27/04/2020;Riksbank key interest rates;Policy rate;0,00
28/04/2020;Riksbank key interest rates;Policy rate;0,00
29/04/2020;Riksbank key interest rates;Policy rate;0,00
30/04/2020;Riksbank key interest rates;Policy rate;0,00
04/05/2020;Riksbank key interest rates;Policy rate;0,00
05/05/2020;Riksbank key interest rates;Policy rate;0,00
06/05/2020;Riksbank key interest rates;Policy rate;0,00
07/05/2020;Riksbank key interest rates;Policy rate;0,00
08/05/2020;Riksbank key interest rates;Policy rate;0,00
11/05/2020;Riksbank key interest rates;Policy rate;0,00
12/05/2020;Riksbank key interest rates;Policy rate;0,00
13/05/2020;Riksbank key interest rates;Policy rate;0,00
14/05/2020;Riksbank key interest rates;Policy rate;0,00
15/05/2020;Riksbank key interest rates;Policy rate;0,00
18/05/2020;Riksbank key interest rates;Policy rate;0,00
19/05/2020;Riksbank key interest rates;Policy rate;0,00
20/05/2020;Riksbank key interest rates;Policy rate;0,00
22/05/2020;Riksbank key interest rates;Policy rate;0,00
