Date;Group;Series;Value
06/05/2024;Riksbank key interest rates;Policy rate;4,00
07/05/2024;Riksbank key interest rates;Policy rate;4,00
08/05/2024;Riksbank key interest rates;Policy rate;4,00
10/05/2024;Riksbank key interest rates;Policy rate;4,00
13/05/2024;Riksbank key interest rates;Policy rate;4,00
14/05/2024;Riksbank key interest rates;Policy rate;4,00
15/05/2024;Riksbank key interest rates;Policy rate;3,75
16/05/2024;Riksbank key interest rates;Policy rate;3,75
17/05/2024;Riksbank key interest rates;Policy rate;3,75
20/05/2024;Riksbank key interest rates;Policy rate;3,75
21/05/2024;Riksbank key interest rates;Policy rate;3,75
22/05/2024;Riksbank key interest rates;Policy rate;3,75
23/05/2024;Riksbank key interest rates;Policy rate;3,75
24/05/2024;Riksbank key interest rates;Policy rate;3,75
27/05/2024;Riksbank key interest rates;Policy rate;3,75
28/05/2024;Riksbank key interest rates;Policy rate;3,75
29/05/2024;Riksbank key interest rates;Policy rate;3,75
30/05/2024;Riksbank key interest rates;Policy rate;3,75
31/05/2024;Riksbank key interest rates;Policy rate;3,75
03/06/2024;Riksbank key interest rates;Policy rate;3,75
04/06/2024;Riksbank key interest rates;Policy rate;3,75
05/06/2024;Riksbank key interest rates;Policy rate;3,75
07/06/2024;Riksbank key interest rates;Policy rate;3,75
10/06/2024;Riksbank key interest rates;Policy rate;3,75
11/06/2024;Riksbank key interest rates;Policy rate;3,75
12/06/2024;Riksbank key interest rates;Policy rate;3,75
13/06/2024;Riksbank key interest rates;Policy rate;3,75
14/06/2024;Riksbank key interest rates;Policy rate;3,75
17/06/2024;Riksbank key interest rates;Policy rate;3,75
18/06/2024;Riksbank key interest rates;Policy rate;3,75
19/06/2024;Riksbank key interest rates;Policy rate;3,75
20/06/2024;Riksbank key interest rates;Policy rate;3,75
24/06/2024;Riksbank key interest rates;Policy rate;3,75
25/06/2024;Riksbank key interest rates;Policy rate;3,75
26/06/2024;Riksbank key interest rates;Policy rate;3,75
27/06/2024;Riksbank key interest rates;Policy rate;3,75
28/06/2024;Riksbank key interest rates;Policy rate;3,75
01/07/2024;Riksbank key interest rates;Policy rate;3,75
02/07/2024;Riksbank key interest rates;Policy rate;3,75
03/07/2024;Riksbank key interest rates;Policy rate;3,75
04/07/2024;Riksbank key interest rates;Policy rate;3,75
05/07/2024;Riksbank key interest rates;Policy rate;3,75
08/07/2024;Riksbank key interest rates;Policy rate;3,75
09/07/2024;Riksbank key interest rates;Policy rate;3,75
10/07/2024;Riksbank key interest rates;Policy rate;3,75
11/07/2024;Riksbank key interest rates;Policy rate;3,75
12/07/2024;Riksbank key interest rates;Policy rate;3,75
15/07/2024;Riksbank key interest rates;Policy rate;3,75
16/07/2024;Riksbank key interest rates;Policy rate;3,75
17/07/2024;Riksbank key interest rates;Policy rate;3,75
18/07/2024;Riksbank key interest rates;Policy rate;3,75
19/07/2024;Riksbank key interest rates;Policy rate;3,75
22/07/2024;Riksbank key interest rates;Policy rate;3,75
23/07/2024;Riksbank key interest rates;Policy rate;3,75
24/07/2024;Riksbank key interest rates;Policy rate;3,75
25/07/2024;Riksbank key interest rates;Policy rate;3,75
26/07/2024;Riksbank key interest rates;Policy rate;3,75
29/07/2024;Riksbank key interest rates;Policy rate;3,75
30/07/2024;Riksbank key interest rates;Policy rate;3,75
31/07/2024;Riksbank key interest rates;Policy rate;3,75
01/08/2024;Riksbank key interest rates;Policy rate;3,75
02/08/2024;Riksbank key interest rates;Policy rate;3,75
05/08/2024;Riksbank key interest rates;Policy rate;3,75
06/08/2024;Riksbank key interest rates;Policy rate;3,75
07/08/2024;Riksbank key interest rates;Policy rate;3,75
08/08/2024;Riksbank key interest rates;Policy rate;N/A
